,Title,Hymn
301,"<title>PELU iwa mimo, b' Oluwa s' oro - Yoruba Baptist Hymns</title>","<p>1. PELU iwa mimo, b’ Oluwa s’ oro<br/>
Be ‘nu Re n’ gbagbogbo je onje iye,<br/>
B’ onigbagbo s’ ore, Ran ailera lowo;<br/>
Ma gbagbe nigbakan, wa ibukun Re.</p> <p>2. Pelu iwa mimo, Aiye nkoja lo,<br/>
Gbadura ni koko, si Jesu nikan<br/>
B’ iwo ba now Jesu, wo yio dabi Re,<br/>
Awon ore yio ri Jesu n’nu ‘wa re.</p> <p>3. Pelu iwa mimo, je k’ On ma to o;<br/>
Ohun t’ o wu ko de, ma foya rara;<br/>
Banuje tab’ ayo, tele Jesu re,<br/>
Ma wo Olugbala, gbeke l’ oro Re.</p> <p>4. Pelu iwa mimo, f’ okan re bale,<br/>
F’ On s ‘alakoso iwa on ise re;<br/>
Emi Re yio to o, s’ orisun ife,<br/>
Yio si mu o ye, ibugbe orun.</p> "
302,"<title>A JIN jin, oru mimo - Yoruba Baptist Hymns</title>","<p>1. A JIN jin, oru mimo,<br/>
Okun su, mole de,<br/>
Awon olus’ agutan nsona,<br/>
Omo t’o wa l’ oju orun,<br/>
Simi n’nu alafia<br/>
Simi n’nu Alafia.</p> <p>2. Ajin jin, oru mimo<br/>
Mole, de okun sa,<br/>
Oluso agutan gb’ orin Angeli,<br/>
Kabiyesi aliluya Oba,<br/>
Jesu olugbala de<br/>
Jesu olugbala de.</p> <p>3. Ajin jin, oru mimo,<br/>
‘Rawo orun tan mole,<br/>
Wo awon Amoye ila orun,<br/>
Mu ore won wa fun Oba wa,<br/>
Jesu olugbala de<br/>
Jesu olugbala de</p> <p>4. Ajin jin, oru mimo,<br/>
‘Rawo orun tan mole,<br/>
Ka pelu awon Angel korin,<br/>
Kabiyesi aliluya Oba<br/>
Jesu olugbala de<br/>
Jesu olugbala de.</p> "
303,<title>ALABUKUN n' isun eje - Yoruba Baptist Hymns</title>,"<p>1. ALABUKUN n’ isun eje,<br/>
T’ a fi han elese aiye;<br/>
Olubukun n’ om Olorun,<br/>
Nipa ‘na Re la wow a san,<br/>
Bi mo ti nu lo l’ agbo Re<br/>
Ti mo m’ egbe ba okan mi<br/>
F’ eje Od’ Agutan we mi<br/>
Emi o si fun ju yinyin lo.</p> <p style=""padding-left: 40px;"">Refrain<br/>
Fun ju yinyin lo<br/>
Fun ju yinyin lo<br/>
We mi nin’ eje Odagutan<br/>
Em’ o si fun ju yinyin lo.</p> <p>2. Egun ni ade ori Re,<br/>
Agbelebu si l’ eru Re,<br/>
Ibanuje Re po julo,<br/>
Sugbon ko jiya na lasan<br/>
Ki a mu mi lo s’ isun na,<br/>
Ti nsan lati foe se mi nu<br/>
F’ eje T’ O ta sile we mi<br/>
Em o si fun ju yinyin lo.</p> <p style=""padding-left: 40px;"">Refrain<br/>
Fun ju yinyin lo<br/>
Fun ju yinyin lo<br/>
We mi nin’ eje Odagutan<br/>
Em’ o si fun ju yinyin lo.</p> <p>3. Baba mo sako lodo Re,<br/>
Nigba pupo l’ okan mi nse;<br/>
Ese mi po o pan yanyan,<br/>
Ko s’ omi t’ o le we won mo,<br/>
Jesu mo wa si odo Re,<br/>
Mo gbekele ileri Re;<br/>
Fi eje mimo Re we mi,<br/>
Emi o si fun ju yinyin lo.</p> <p style=""padding-left: 40px;"">Refrain<br/>
Fun ju yinyin lo<br/>
Fun ju yinyin lo<br/>
We mi nin’ eje Odagutan<br/>
Em’ o si fun ju yinyin lo.</p> "
304,"<title>JI, 'wo Kristian, k' o ki oro ayo - Yoruba Baptist Hymns</title>","<p>1. JI, ‘wo Kristian, k’ o ki oro ayo<br/>
Ti a bi Olugbala araiye;<br/>
Dide, k’ o korin ife Olorun,<br/>
T’ awon Angeli nko n’ ijo kini,<br/>
Lat’ odo won n’ ihin na ti bere;<br/>
Ihin Om’ Olorun t’ a bi s’ aiye.</p> <p>2. ‘Gbana l’ a ran akede Angeli,<br/>
T’o so f’ awon Olusagutan, pe,<br/>
“mo mu ‘hin rere Olugbala wa,<br/>
T’a bi fun nyin ati gbogbo aiye.”<br/>
Olorun mu ‘leri Re se loni,<br/>
A bi Olugbala, Krist’ Oluwa.</p> <p>3. Bi akede Angel’ na ti so tan,<br/>
Opolopo ogun orun si de;<br/>
Nwon nkorin ayo t’ eti ko gbo ri,<br/>
Orun si ho fun ‘yin Olorun pe,<br/>
“Ogo ni f’ Olorun l’ oke orun<br/>
Alafia at’ ife s’ enia.”</p> <p>4. O ye k’ awa k’ o ma ro l’ okan wa,<br/>
Ife nla t’ Olorun ni s’ okan wa,<br/>
K’ a sir o t’ omo na t’ a bi loni,<br/>
T’ o wa jiya oro agbelebu.<br/>
Ki awa si tele liana Re,<br/>
Titi a o fi de ‘bugbe l’oke.</p> <p>5. Nigbana ‘gba ba de orun lohun,<br/>
A o korin ayo t’ irapada;<br/>
Ogo Enit’ a bi fun wa loni,<br/>
Y’o ma ran yi wa ka titi lailai;<br/>
A o ma korin ife Re titi,<br/>
Oba Angeli, Oba enia.</p> "
305,"<title>LO wasu Mi,"" l' Oluwa wi - Yoruba Baptist Hymns</title>","<p>1. “LO wasu Mi,” l’ Oluwa wi:<br/>
Wi f’ aiye k’ o gba ore Mi;<br/>
Enit’ o gb’ oro Mi y’o la,<br/>
En’ti ko gbagbo y’o segbe.</p> <p>2. “Ngo jek’ a mo ase nyin nla,<br/>
Eo si ri p’ oto n’ ihin Mi,<br/>
Nipa ise ti mo ti se<br/>
At’ ise ‘yanu t’ e o se.”</p> <p>3. “Ko gogb’ orile l’ ase Mi;<br/>
Mo wa l’ ehin nyin de opin;<br/>
Agbara gbogbo l’ a fun Mi;<br/>
Mo le parun, mo le gbala.”</p> <p>4. O wi, ‘mole tan l’ oju Re;<br/>
O gun sanma lo si orun;<br/>
Nwon si tan ‘hin ore-ofe<br/>
Olorun won yika aiye.</p> "
306,<title>ENYIN Angel' l' orun ogo - Yoruba Baptist Hymns</title>,"<p>1. ENYIN Angel’ l’ orun ogo<br/>
To yi gbogbo aiye ka,<br/>
E ti ko ‘rin dida aiye,<br/>
E so t’ ibi Messia,<br/>
E wa josin<br/>
Fun Kristi Oba titun.</p> <p>2. Enyin Oluso-agutan,<br/>
Ti nso eran nyin l’ oru,<br/>
Emanuel wa ti de<br/>
Iranwo Omo na ntan,</p> <p>3. Onigbagbo ti nteriba,<br/>
Ni ‘beru at’ ireti,<br/>
L’ ojiji l’ Oluwa y’o de,<br/>
Ti yio mu nyin re ‘le</p> <p>4. Elese, ‘wo alaironu,<br/>
Elebi ati egbe,<br/>
Ododo Olorun duro,<br/>
Anu npe o, pa wad a,</p> <p>5. Gbogbo eda e fo f’ ayo,<br/>
Jesu Olugbala de;<br/>
Anfani miran ko si mo,<br/>
B’ eyi ba fo nyin koja,<br/>
Nje e wa sin,<br/>
Sin Kristi Oba Ogo.</p> "
307,<title>OLUWA wa mimo - Yoruba Baptist Hymns</title>,"<p>1. OLUWA wa mimo,<br/>
Ti ogun orun nyin,<br/>
Masai gbo wa;<br/>
Kerubu, Serafu,<br/>
At’ awon angeli,<br/>
S’ odo R ni nwon nmu<br/>
Iyin nwon wa.</p> <p>2. Fun oro Re n’ ipa,<br/>
Bukun ‘ranse Re yi;<br/>
Gba ise re;<br/>
Bi Jesu si ti nfi<br/>
Ami si oro re,<br/>
Ran Emi Re mimo,<br/>
Lati fi han.</p> <p>3. B’ odun ti nrekoja,<br/>
Ki ayo ma po si<br/>
Ju t’ oni lo;<br/>
Yan kun ‘nu ile na<br/>
K’ aiye gba oto Re,<br/>
Oluwa wa.</p> "
308,<title>GBO ohun alore - Yoruba Baptist Hymns</title>,"<p>1. GBO ohun alore,<br/>
Ji, ara, ji:<br/>
Jesu ma fere, de,<br/>
Ji, ara, ji<br/>
Omo oru ni sun,<br/>
Omo imole l’ enyin,<br/>
Ti nyin l’ ogo didan,<br/>
Ji, ara, ji.</p> <p>2. So f’ egbe t’ o TI JI,<br/>
Ara, sora;<br/>
Ase Jesu daju,<br/>
Ara, sora;<br/>
E se b’ olusona<br/>
N’ ilekun Oluwa nyin,<br/>
Bi o tile pe de,<br/>
Ara, sora.</p> <p>3. Gbo ohun Iriju,<br/>
Ara, sise;<br/>
Ise na kari wa,<br/>
Ara, sise;<br/>
Ogba Oluwa wa,<br/>
Kun fun se nigbagbogbo<br/>
Y’o si fun wa l’ ere,<br/>
Ara, sise.</p> <p>4. Gb’ ohun Oluwa wa,<br/>
E gbadura;<br/>
B’ e fe k’ inu Re dun<br/>
E gbadura;<br/>
Ese mu ‘beru wa,<br/>
Alailera si ni wa;<br/>
Ni ijakadi nyin,<br/>
E gbadura.</p> <p>5. Ko orin ikehin,<br/>
Yin, ara, yin;<br/>
Mimo ni Oluwa,<br/>
Yin, ara, yin;<br/>
Kil’ o tun ye ahon,<br/>
T’o fere b’ Angel’ korin,<br/>
T’ y’o ro l’ orun titi,<br/>
Yin, ara, yin.</p> "
309,<title>JEK' alore Sion dide - Yoruba Baptist Hymns</title>,"<p>1. JEK’ alore Sion dide<br/>
Gba ipe fun ‘ra won;<br/>
Jeki nwon gba ase wuwo<br/>
Lat’ enu Oluwa.</p> <p>2. Ki ‘se ise kekere ni<br/>
A nfe oluso si;<br/>
O to kun angeli l’ okan,<br/>
O kun Jesu lowo.</p> <p>3. Nwon nso okan ti Oluwa<br/>
F’ ogo orun ‘le fun –<br/>
Okan ti yio wa titi lai,<br/>
N’nu ayo tab’ egbe.</p> <p>4. K’ awon pa le ri Jesu na<br/>
Bi Olugbala won;<br/>
Si s’ okan won l’ ojojumo<br/>
Ki nwon le so fun O.</p> "
310,<title>WA enyin oloto - Yoruba Baptist Hymns</title>,"<p>1. WA enyin oloto<br/>
L’ ayo at’ isegun<br/>
Wa kalo, wa kalo si Betlehem;<br/>
Wa kalo wo o!<br/>
Oba awon Angeli!<br/>
E wa kalo juba Re,<br/>
E wa k’ a lo juba Kristi Oluwa.</p> <p>2. Olodumare ni,<br/>
Imole Ododo,<br/>
Ko si korira inu Wundia;<br/>
Olorun papani<br/>
Ti a bi, ti a ko da;</p> <p>3. Angeli, e korin,<br/>
Ko rin itoye Re;<br/>
Ki gbogbo eda orun si gberin:<br/>
Ogo f’ Olorun<br/>
Li oke orun,</p> <p>4. Nitoto, a wole<br/>
F’ Oba t’ a bi loni;<br/>
Jesu, Iwo l’ awa nfi ogo fun:<br/>
‘Wo Omo Baba,<br/>
T’ o m’ ara wa wo!</p> "
311,"<title>OLORUN 'kore, te 'ti Re - Yoruba Baptist Hymns</title>","<p>1. OLORUN ‘kore, te ‘ti Re,<br/>
F’ ara Re han l’ ogun Sion;<br/>
Ran ojise t’ o n’ itara,<br/>
T’ o yara lati gb’ ase Re.</p> <p>2. Wo wa l’ oju Oluwa wa,<br/>
Ikore pon, o nre dede;<br/>
Ile nla si siwaju wa,<br/>
Ise po, osise kere.</p> <p>3. Fi owo agbara Re to<br/>
Omo Sion nibi gbogbo,<br/>
Bi alore ‘gbala ofe,<br/>
Ki nwon bukun iran kiku.</p> "
312,<title>AYO kun okan wa loni - Yoruba Baptist Hymns</title>,"<p>1. AYO kun okan wa loni<br/>
A bi Omo Oba;<br/>
Opo awon ogun orun,<br/>
Nso t’ ibi Re loni:<br/>
E yo, Olorun d’ enia,<br/>
O wa joko l’ aiye,<br/>
Oruko wo l’o dun to yi –<br/>
Emmanuel.</p> <p>2. A wole n’ ibuje eran,<br/>
N’ iyanu l’ a josin:<br/>
Ibukun kan ko ta yi yo,<br/>
Ko s’ ayo bi eyi:</p> <p>3. Aiye ko n’ adun fun wa mo,<br/>
‘Gbati a ba nwo O;<br/>
L’ owo Wundia iya Re<br/>
‘Wo Omo iyanu.</p> <p>4. Imole lat’ inu ‘Mole,<br/>
Tan ‘mole s’ okun wa,<br/>
K’ a le ma fi isin mimo<br/>
Se ‘ranti ojo Re.</p> "
313,"<title>IJINLE l' oro Re, Jesu - Yoruba Baptist Hymns</title>","<p>1. IJINLE l’ oro Re, Jesu,<br/>
Tani le tumo re?<br/>
Tani gbon to! tani mo to!<br/>
Tal’ oye re po to!</p> <p>2. Tani le si Bibeli re,<br/>
K’ irewesi ma mu?<br/>
Enikeni t’ o wu k’ o je<br/>
T’ o ba rant’ ese re.</p> <p>3. Se alufa Re ni pipe<br/>
T’ o wu O, t’ O si yan;<br/>
Pa mo larin iji aiye<br/>
Ati idanwo re.</p> <p>4. K’ o le ma rin n’ iwa mimo<br/>
Niwaju enia Re;<br/>
K’ o le f’ ara re s’ apere<br/>
Imole ododo.</p> <p>5. Nigbat’ o ba duro n’waju<br/>
Awon t’ O rapada,<br/>
B’ ibawi tabi iyin ni<br/>
K’ o je bi oro Re.</p> <p>6. Tu ibukun Re s’ ori re,<br/>
K’ Emi Re ma bag be,<br/>
Bo o k’ o le waon Tire,<br/>
Pelu onje emi.</p> "
314,"<title>ONIGBAGBO, e bu s' ayo - Yoruba Baptist Hymns</title>","<p>1. ONIGBAGBO, e bu s’ ayo!<br/>
Ojo nla l’ eyi fun wa;<br/>
K’ orun f’ ayo korin kikan,<br/>
K’ igbo at’ odan gberin.<br/>
E ho! ! e yo!<br/>
Okun at’ odo gbogbo.</p> <p>2. E jumo, yo, gbogbo eda,<br/>
L’ aiye yi ati l’ orun;<br/>
Ki gbogbo ohun alaye<br/>
N’ ile, l’ oke, yin Jesu.<br/>
E f’ ogo fun<br/>
Oba nla t’ a bi loni.</p> <p>3. Gb’ ohun yin ga, “Om’ Afrika”<br/>
Enyin iran Yoruba;<br/>
Ke “Hosanna” l’ ohun goro<br/>
Jake-jado ile wa.<br/>
K’ oba gbogbo,<br/>
Juba Jesu Oba wa.</p> <p>4. E damuso! e damuso!<br/>
E ho ye! k’ e si ma yo;<br/>
Itegun Esu fo wayi,<br/>
“Iru-omobirin” de.<br/>
Halleluya!<br/>
Olurapada, Oba</p> <p>5. E gb’ ohun nyin ga, Serafu,<br/>
Kerubu, leba ite;<br/>
Angeli at’ enyin mimo,<br/>
Pelu gbogb’ ogun orun,<br/>
E ba way o!<br/>
Odun idasile de.</p> <p>6. Metalokan, Eni Mimo<br/>
Baba Olodumare,<br/>
Emi Mimo, Olutunu,<br/>
Jesu, Olurapada,<br/>
Gba iyin wa<br/>
‘Wo nikan l’ ogo ye fun.</p> "
315,<title>OWO l' eni ororo Re - Yoruba Baptist Hymns</title>,"<p>1. OWO l’ eni ororo Re,<br/>
L’ ojise oro mimo Re<br/>
Ipo eni owo l’ o wa,<br/>
Jek a f’ iyin at’ ola fun.</p> <p>2. Ipo elegbe n’ ipo re,<br/>
Aso ti ko fe abawon,<br/>
Jek’ a fi ife ran lowo,<br/>
K’ a fi irele gb’ oro re.</p> <p>3. Niwon b’ o ti wu O lati<br/>
Fi se oluso emi wa,<br/>
Fun ni suru lati to wa,<br/>
Ati opo if’ ara da.</p> <p>4. Ma jek’ ise wa mu binu,<br/>
Ki iwa wa tan si subu;<br/>
Fun l’ agbara bi ojo re,<br/>
B’ ipo re, fun l’ or’-ofe Re.</p> <p>5. Jek’ a r’ ewa Re l’ ara re,<br/>
K’ o ma ran n’nu iwa pele,<br/>
K’ o mo ‘po re bi oluso,<br/>
K’ a mo ti wa b’ agutan re.</p> "
316,<title>GBO eda orun nkorin - Yoruba Baptist Hymns</title>,"<p>1. GBO eda orun nkorin,<br/>
“Ogo fun Oba t’ a bi.”<br/>
“Alafia l’ aiye yi,”<br/>
Olorun ba wa laja,<br/>
Gbogbo eda, nde l’ ayo,<br/>
Dapo mo hiho t’ orun;<br/>
W’ Alade Alafia!<br/>
Wo Orun ododo de.<br/>
Gbo eda orun nkorin<br/>
Gbo fun Oba t’ a bi.</p> <p>2. O bo ‘go Re s’ apakan,<br/>
A bi, k’ enia ma ku,<br/>
A bi, k’ O gb’ enia ro,<br/>
A bi, k’ O le tun wa bi.<br/>
Wa Ireti enia,<br/>
Se ile Re ninu wa;<br/>
Nde, Iru Omobirin<br/>
Bori Esu ninu wa;<br/>
Gbo eda orun nkorin<br/>
Gbo fun Oba t’ a bi.</p> <p>3. Pa aworan Adam run,<br/>
F’ aworan Re s’ ipo re;<br/>
Jo, masai f’ Emi Re kun<br/>
Okan gbogb’ onigbagbo.<br/>
Ogo fun Oba t’ a bi<br/>
Je ki gbogbo wa gberin.<br/>
“Alafia l’ aiye yi,<br/>
Olorun ba wa laja.<br/>
Gbo eda orun nkorin<br/>
Gbo fun Oba t’ a bi.</p> "
317,"<title>KRIST', nin' ogba Eden - Yoruba Baptist Hymns</title>","<p>1. KRIST’, nin’ ogba Eden,<br/>
L’ a gbe ti ri r’ ase yi,<br/>
Ase Tire,<br/>
P’ o ye f’ eni meji<br/>
Ki nwon jo ma gbe po,<br/>
Ki nwon jo ma rin po<br/>
Ninu aiye.</p> <p>2. Nje, a k’ ara wa jo,<br/>
Lati se ase yi;<br/>
T’ ojo kini;<br/>
Jo, masai sokale,<br/>
K’ O wa si arin wa,<br/>
Pelu ibukun Re;<br/>
Sokale wa.</p> <p>3. K’ awon mejeji yi,<br/>
T’ a fe lati so po,<br/>
Le wa fun O,<br/>
N’ gbagbogbo ma ko won<br/>
N’ ise won s’ ara won,<br/>
Ki nwon si le repo<br/>
Tit’ aiye won.</p> "
318,<title>WO! gbogbo ile okunkun - Yoruba Baptist Hymns</title>,"<p>1. WO! gbogbo ile okunkun,<br/>
Wo! okan mi, duro je;<br/>
Gbogbo ileri ni o nso<br/>
T’ ojo ayo t’o l’ ogo;<br/>
Ojo Ayo!<br/>
K’ owuro re yara de!</p> <p>2. Ki India on Afrika,<br/>
K’ alaigbede gbogbo ri<br/>
Isegun nla t’ o l’ ogo ni,<br/>
T’ ori oke Kalfari:<br/>
K’ ihinrere<br/>
Tan lat’ ilu de ilu.</p> <p>3. Ijoba t’ o wa l’ okunkun,<br/>
Jesu, tan ‘mole fun won.<br/>
Lat’ ila-orun de ‘wo re,<br/>
K’ imole le okun lo;<br/>
K’ irapada<br/>
Ti a gba l’ ofe bori.</p> <p>4. Ma tan lo, ‘wo ihinrere,<br/>
Ma segun lo, ma duro:<br/>
K’ ijoba re aiyeraiye<br/>
Ma bi si, k’ o si ma re;<br/>
Olugbala<br/>
Wa, joba gbogbo aiye.</p> "
319,<title>NI Kanani ti Galili - Yoruba Baptist Hymns</title>,"<p>1. NI Kanani ti Galili,<br/>
Nib’ ase ‘gbeyawo,<br/>
Jesu f’ ara Re han nibe,<br/>
Pel’ awon ‘mo-ehin.</p> <p>2. Jesu masai f’ ara Re han<br/>
Nibi ‘gbeyawo yi,<br/>
K’ O si fi ibukun Re fun<br/>
Oko ati aya.</p> <p>3. Jeki nwon le wa n’ irepo,<br/>
Ni ojo aiye won;<br/>
K’ ife at’ orun wa so won,<br/>
K’ aiye ma le ja won.</p> <p>4. Ki nwon ma ran ‘ra won lowo<br/>
Nipa ajumose;<br/>
Fi alafia Re kun won,<br/>
Fun won n’ itelorun.</p> <p>5. Gege b’ ire ojo kini,<br/>
Ni ogba Edeni,<br/>
Ki nwon ma bi, kin won ma re,<br/>
Tit’ opin emi won.</p> "
320,<title>OJO ayo nlanla na de - Yoruba Baptist Hymns</title>,"<p>1. OJO ayo nlanla na de,<br/>
Eyit’ araiye ti nreti;<br/>
Nigbat’ Olugbala w’ aiye,<br/>
Nigbat’ a bi ninu ara.</p> <p>2. Olusagutan ni papa,<br/>
Bi nwon ti nso agutan won,<br/>
Ni ihin ayo na ko ba:<br/>
Ihin bibi Olugbala.</p> <p>3. Agel’ iranse Oluwa;<br/>
L’ a ran si won alabukun,<br/>
Pelu ogo t’ o tan julo,<br/>
Lati so ihin ayo yi.</p> <p>4. Gidigidi l’ eru ba won,<br/>
Fun ajeji iran nla yi;<br/>
“Ma beru” l’ oro iyanju<br/>
T’ o t’ enu Angeli na wa.</p> <p>5. A bi Olugbala loni,<br/>
Kristi Oluwa aiye ni;<br/>
N’ ilu nla Dafidi l’ o wa,<br/>
N’ ibuje eran l’ a te si.</p> <p>6. “Ogo fun Olorun” l’ orin<br/>
Ti enia y’ o ko s’ orun;<br/>
Fun ife Re ti ko l’ opin,<br/>
T’ o mu Alafia w’ aiye.</p> "
321,<title>IRE t' a su ni Eden - Yoruba Baptist Hymns</title>,"<p>1. IRE t’ a su ni Eden’,<br/>
N’ igbeyawo ‘kini,<br/>
Ibukun t’ a bukun won<br/>
O wa sibesibe.</p> <p>2. Sibe titi di oni,<br/>
N’ igbeyawo Kristian;<br/>
Olorun wa larin wa,<br/>
Lati sure fun wa.</p> <p>3. Ire, kin won le ma bi,<br/>
Ki nwon si le ma re;<br/>
Ki nwon n’ idapo mimo<br/>
T’ enikan k’yo le tu.</p> <p>4. Ba nip e, Baba, si fa<br/>
Obirin yi f’ oko;<br/>
Bi o ti Efa fun<br/>
Adam l’ ojo kini.</p> <p>5. Ba ni pe Olugbala,<br/>
Si so owo won po,<br/>
B’ O ti so ara Re po<br/>
Pelu enia Re.</p> <p>6. Ba wa pe, Emi Mimo,<br/>
F’ ibukun Re fun won;<br/>
Si se won ni asepe,<br/>
Gege b’ o ti ma se.</p> <p>7. Fi nwon s’ abe abo Re,<br/>
K’ ibi kan ma ba won;<br/>
‘Gba nwon npara ile Re,<br/>
Ma toju okan won.</p> <p>8. Pelu won l’ oj’ aiye won,<br/>
At’ oko at’ aya;<br/>
Titi nwon o d’ odo Re<br/>
N’ ile ayo l’ orun.</p> "
322,"<title>ODE, Kristi Oluwa - Yoruba Baptist Hymns</title>","<p>1. ODE, Kristi Oluwa,<br/>
Lat’ ibugbe Re l’ orun,<br/>
Lat’ ite alafia.<br/>
O wa si aginju wa.</p> <p>2. Alade Alana<br/>
De, lati ru ‘ponju wa;<br/>
O de, lati f’ imole,<br/>
Le okun oru wa lo.</p> "
323,<title>JESU f' ara han nitoto - Yoruba Baptist Hymns</title>,"<p>1. JESU f’ ara han nitoto,<br/>
Nibi ase ‘yawo;<br/>
Oluwa, awa be O, wa<br/>
F’ ara re han nihin.</p> <p>2. Fi ibukun Re fun awon<br/>
Ti o da ‘wo po yi;<br/>
F’ ojurere wo ‘dapo won,<br/>
Si bukun egbe won.</p> <p>3. F’ ebun ife kun aiya won,<br/>
Fun won n’ itelorun;<br/>
Fi alafia Re kun won,<br/>
Si busi ini won.</p> <p>4. F’ ife mimo so won d’ okan,<br/>
Ki nwon f’ ife Kristi<br/>
Mu aniyan ile fere;<br/>
Nipa ajumo se.</p> <p>5. Je ki nwon ran ‘ra won lowo,<br/>
Ninu igbagbo won;<br/>
Ki nwon si ni omo rere,<br/>
Ti y’o gbe ‘le won ro.</p> "
324,<title>ILU t' o dara po l' aiye - Yoruba Baptist Hymns</title>,"<p>1. ILU t’ o dara po l’ aiye;<br/>
Betlehem’, ‘wo ta won yo;<br/>
Ninu re l’ Oluwa ti wa<br/>
Lati j’ oba Israel’.</p> <p>2. Ogo ti irawo ni ju<br/>
Ti orun owuro lo;<br/>
Irawo t’ o kede Jesu<br/>
Ti a bi ninu ara.</p> <p>3. Awon ‘logbon ila-orun<br/>
Mu ‘ yebiye ore wa:<br/>
E wo, bi nwon ti fi wura,<br/>
Turari, ojia fun.</p> <p>4. Jesu, ‘Wo ti keferi nsin<br/>
Li ojo ifihan Re;<br/>
Fun O, Baba l’ a f’ ogo fun<br/>
Ati fun Emi Mimo.</p> "
325,<title>SIMI le Oluwa -e gbo - Yoruba Baptist Hymns</title>,"<p>1. SIMI le Oluwa -e gbo<br/>
Orin duru orun –<br/>
Simi le ife ailopin,<br/>
Si duro je,</p> <p>2. Simi, iwo oko t’ o gba<br/>
Iyawo re loni;<br/>
Ninu Jesu, ‘yawo re ni<br/>
Titi aiye.</p> <p>3. Iwo ti a fa owo re<br/>
F’ oko, n’nu ile yi,<br/>
Simi: Baba f’ edidi Re,<br/>
S’ ileri nyin.</p> <p>4. E simi, enyin ore won<br/>
T’ e wa ba won pejo;<br/>
Olorun won, ati tin yin<br/>
Gba ohun won.</p> <p>5. Simi: Jesu Oko Ijo<br/>
Duro ti nyin nihin:<br/>
Ninu idapo nyin, o nfa<br/>
Ijo mo ‘ra.</p> <p>6. E simi: – Adaba Mimo<br/>
Sise Re ninu wa –<br/>
Simi le ife ailopin,<br/>
Si duro je.</p> "
326,<title>GBO 'gbe ayo! Oluwa de - Yoruba Baptist Hymns</title>,"<p>1. GBO ‘gbe ayo! Oluwa de,<br/>
Jesu t’ a seleri;<br/>
Ki gbogbo okan mura de,<br/>
K’ ohun mura ko ‘ rin</p> <p>2. O de lati t’ onde sile,<br/>
L’ oko eru Esu;<br/>
‘Lekun ‘de fo niwaju Re,<br/>
Sekeseke ‘rin da</p> <p>3. O delarin ‘baje aiye<br/>
Lati tan ‘mole Re,<br/>
Lati fun awon afoju<br/>
N’ iriran f’ oju won.</p> <p>4. O de! ‘Tinu f’ okan ‘rora,<br/>
Iwosan f’ agbogbe;<br/>
O de pel’ opo ‘sura Re<br/>
Fun awon talaka.</p> <p>5. Hosanna wa, Oba ‘lafia<br/>
Ao kede bibo Re;<br/>
Gbogbo orun y’o ma korin<br/>
Oruko t’ a feran.</p> "
327,<title>JESU f' eje Re raw a - Yoruba Baptist Hymns</title>,"<p>1. JESU f’ eje Re raw a,<br/>
E jek’ a sunm’ Olorun;<br/>
Opo nsina yi wa ka;<br/>
K’ anu mu wag badura, –<br/>
Pe ki awon t’ o fo ‘ju,<br/>
Laipe le r’ ona oto.</p> <p>2. Oluwa, ji nwon yika,<br/>
Ki nwon mo ‘pe ayo na;<br/>
Eru esu lekan ri,<br/>
Ma jeki nwon s’ eru mo;<br/>
Oluwa, awa nwo O;<br/>
D’ elese ‘ gbekun sile.</p> <p>3. A gbo ‘rohin ogo Re,<br/>
Ohun t’ apa Re ti se;<br/>
Opo so t’ ipa Re ri,<br/>
A ba tun le ri sa ni!<br/>
Mu nwon soji, Oluwa;<br/>
Ipa iyin na Tire.</p> "
328,<title>WO oju sanma ohun ni - Yoruba Baptist Hymns</title>,"<p>1. WO oju sanma ohun ni.<br/>
Wo lila orun oro.<br/>
Ji l’ oju orun, okan mi,<br/>
Dide k’ o si ma sora;<br/>
Olugbala<br/>
Tun npada bow a s’ aiye.</p> <p>2. O pe ti mo ti nreti Re,<br/>
L’ are l’ okan mi nduro,<br/>
Aiye ko ni ayo fun mi,<br/>
Nibiti ko tan ‘mole.<br/>
Olugbala<br/>
‘Gbawo n’ Iwo o pada?</p> <p>3. Igbala mi sunm’ etile,<br/>
Oru fere koja na,<br/>
Je ki nwa n’ipo irele,<br/>
Je ki ns’ afojusona Re,<br/>
Olugbala<br/>
Titi ngo fi r’ oju Re.</p> <p>4. Je ki fitila mi ma jo,<br/>
Ki nma sako kiri mo,<br/>
Ki nsa ma reti abo Re,<br/>
Lati mu mi lo s’ ile;<br/>
Olugbala<br/>
Yara k’ O ma bo Kankan.</p> "
329,"<title>WA, Oluwa, l' anu tun wa - Yoruba Baptist Hymns</title>","<p>1. WA, Oluwa, l’ anu tun wa,<br/>
Pelu ‘pa ‘p’ okan da,<br/>
Ongbe ojo np’ oko Sion,<br/>
Masai ro s’ ori re.</p> <p>2. Okan wa kun f’ are kikan,<br/>
Lati ri b’ elese,<br/>
Ti nte si iku ailopin,<br/>
Li airi iranwo.</p> <p>3. “Jesu, wa pelu ‘pa ‘soji,”<br/>
L’ awon enia Re nke;<br/>
Mu ‘gbala wa ni sa anu,<br/>
Ma jek’ elese ku.</p> <p>4. Jek’ elese ro s’ ile Re,<br/>
Ki nwon ho isegun,<br/>
Gbana l’ edun wa y’o d’ ayo,<br/>
Ekun, d’ orun iyin.</p> "
